reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_result,sentiment_label,sentiment_score
e4fbea61-efa6-4a99-8a84-18a5f53d8b0b,Rafhael Gacis,https://play-lh.googleusercontent.com/a/ACg8ocKiRVJve0CZEf9rV1JdBB_M_tiFxFxjyhbyutsBseS-o8C_Jg=mo,Deserve.,5,1,1.4.4,2023-03-20 17:13:26,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9963364601135254}]",POSITIVE,0.9963364601135254
1dbebcc8-1293-4396-9fae-53b111af47ec,Patrick Leponesa,https://play-lh.googleusercontent.com/a-/ALV-UjWLsfL74NMumHDsa8zFsTfrt-mwm3inOyuP_0OGL3wy94Fa3T8,Awesome app I'm waiting for php app,5,0,1.4.4,2023-03-09 19:46:55,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9979230761528015}]",POSITIVE,0.9979230761528015
aefd6841-9e34-40aa-a651-bd00c47e19fa,Barden Grewar,https://play-lh.googleusercontent.com/a-/ALV-UjVKkgzTCur1C38llQYts2b5N1jacfKl3Hklpxg6E5PzmR_1MI4,"Lovely I really enjoy this app, thank you!",5,0,,2023-02-20 04:44:14,,,,"[{'label': 'POSITIVE', 'score': 0.9989153146743774}]",POSITIVE,0.9989153146743774
c06a6a0b-0a83-427c-bf67-6b981a4b8589,Cathy Furman,https://play-lh.googleusercontent.com/a-/ALV-UjUHyXQwvJvyQ43ZfBKxkqGXVAFwyLqxvcBX14n0EnIrwPeu6deg,"App works well, some bugs here and there with the ""try it yourself"", but it doesnt break the learning for me. The questions are mostly a bit too easy in the quizes, maybe a few interactive questions would be nice. Overall the info and explanations are good and straight forward.",4,17,1.4.4,2023-02-20 00:18:53,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9989149570465088}]",POSITIVE,0.9989149570465088
83340411-4553-4b6b-b217-bf78a2f0772e,Michael “Lonewulf3457” Barske,https://play-lh.googleusercontent.com/a-/ALV-UjXnb53Dn70gVEFgMQR0v_sFpEQkdkV4T6y-RImf9b_enk9wDh15,A wealth of knowledge at either no cost or an extremely affordable cost. The creator of this is a gift to anyone who wants to learn some basic coding. Makes 'dipping your toes in' easily possible. Currently happily cruising my way past 25% completed in spare time between working my 10 hour shifts and raising my newborn.,5,2,1.4.4,2023-01-16 03:47:22,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9988640546798706}]",POSITIVE,0.9988640546798706
0b15507a-2a47-457e-9404-98b3037ff945,waveD,https://play-lh.googleusercontent.com/a-/ALV-UjX9dnuIPxGYqMrXPccheRMPcFrI1RQ19mUfoOaeidfBdOTbDenV,Good app,5,1,1.4.4,2023-01-05 18:09:38,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9987263083457947}]",POSITIVE,0.9987263083457947
ff946d39-2482-4f76-b5b7-9063833125fe,Valentin Grigoruță,https://play-lh.googleusercontent.com/a/ACg8ocJrHhUCORVuYszOFvTX27mpX6mGQwZfJh3aEN9ie6AZuecHKQ=mo,"Wow, i love it 🥰",5,0,1.4.4,2022-12-03 21:01:36,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9988208413124084}]",POSITIVE,0.9988208413124084
a9310977-d299-432f-b9e7-db6d20772fe9,John Chukwuma,https://play-lh.googleusercontent.com/a-/ALV-UjWiO4ERnSYRNen3a0HOIwxhIXkgcqz_MhcDhDZ3dK_dpe5SscG7,I thought the purchase said #570 why did you people took what you wrote there initially Because I don't understand just try and fix it plz,1,2,1.4.4,2022-11-30 23:43:55,,,1.4.4,"[{'label': 'NEGATIVE', 'score': 0.9994595646858215}]",NEGATIVE,0.9994595646858215
b75793d6-a299-4584-bb2c-893ba5a3c031,Sirena E,https://play-lh.googleusercontent.com/a-/ALV-UjV7N50YovpMo5toKQZ7DQ7CKcIPr1cd-_cD2hvTgjqthu2dgMXdsQ,Great app and I learned even more about html than I knew before. I would like to suggest if we could have the option to choose a different font when I get my certificate. Other than that everything about this app is great ! Highly recommend.,5,2,1.4.4,2022-11-24 01:58:43,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9989113807678223}]",POSITIVE,0.9989113807678223
17a2b9e1-6f35-4510-86e1-da069ff992f9,big smoke,https://play-lh.googleusercontent.com/a/ACg8ocLCMX33R0oQVOkigyg5EmAX3CkE6mDwGfKELyMyGq5PCsEfQA=mo,"Straight to the point,good and easy to learn lessons and also pretty cheap. 10/10. No doubt.",5,1,1.4.4,2022-11-07 09:06:11,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9985793828964233}]",POSITIVE,0.9985793828964233
f2fcf10d-bea4-4996-a721-4b48c722d93d,Ben bauer,https://play-lh.googleusercontent.com/a-/ALV-UjVicntcGRqXNs15qY1w02uaGKCNOoNFkJgcvBW3caOWkxGNUOY,Very useful app,5,0,1.4.4,2022-11-04 19:05:33,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9986989498138428}]",POSITIVE,0.9986989498138428
cd7f4616-3ffe-4cb7-8217-854b2e05478a,Astro Biological,https://play-lh.googleusercontent.com/a-/ALV-UjV5n6W8V9Nt6D9mEIIpQ59djYRwRBqD1k5jBt_ZKlZArjrooqOc,Very useful for a student such as myself,5,0,1.4.4,2022-10-16 04:52:17,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9986609220504761}]",POSITIVE,0.9986609220504761
64dcdf70-b9f7-4d72-a61a-da2e1cb10170,Mark Hancock,https://play-lh.googleusercontent.com/a/ACg8ocILyZnlsFjanDmdo9KRn8R8Ahnc_pYPXgu8Xo97xvRBLTpjZw=mo,Perfect score.,5,0,1.4.4,2022-09-23 03:42:25,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9986901879310608}]",POSITIVE,0.9986901879310608
90b2c73c-a8bb-4502-ab3a-b13f19af68d8,Patrick Mcnelis,https://play-lh.googleusercontent.com/a-/ALV-UjVUgg5e8y1qOgYw1cTEznAxrJIzR69yI6Xd3iieCW1CiC4fSWUH,"Loved the Python Pro, so thought I give this a try, and so far through 4 quizzes I am liking this app as well. Definitely recommend.",5,4,1.4.4,2022-09-12 15:35:19,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9989074468612671}]",POSITIVE,0.9989074468612671
33728ce7-a33a-4ab3-9933-659df1183a37,Emmanuel “Mr.Royal Q” Bwire,https://play-lh.googleusercontent.com/a-/ALV-UjXIT2aEvvWUUqNqvq7VDMAElcfuxDFF747pT2WvH1roSobQX-QfZg,I like,1,0,1.4.4,2022-09-01 18:59:15,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9982790946960449}]",POSITIVE,0.9982790946960449
ce99830f-1dc5-46cd-a07c-5a8c823a9d0f,Diego Kaku,https://play-lh.googleusercontent.com/a-/ALV-UjVnLXLAwdwv0IVCWAFzlbtAhoTb2G_leuDYwvfJ6bD3ya42PybR3g,Giving 1 star for the lack of updates,3,4,1.4.4,2022-08-31 01:35:06,,,1.4.4,"[{'label': 'NEGATIVE', 'score': 0.9995036125183105}]",NEGATIVE,0.9995036125183105
2c6c699d-3fe1-44c9-b31f-0c6dee8d2566,Jason Collins,https://play-lh.googleusercontent.com/a-/ALV-UjX2aeE3fn9CgUrNH5nGVhbPXPckQXaROMQKBbCb5SBQJzReAD4F,Actually quite good,5,0,1.4.4,2022-08-11 12:09:49,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9980180263519287}]",POSITIVE,0.9980180263519287
c5ee1813-123f-4885-87a6-cbd842d86d1d,jacob patterson,https://play-lh.googleusercontent.com/a/ACg8ocJaj1gHvMcDBoBfgmrDRUQLGQEFAisU1BKUKdd1WOGGAU4POw=mo,"Nice little app. Spend the two bucks, trust me its worth it. Did exactly what I needed it to.",5,1,1.4.4,2022-08-10 23:00:36,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9989069700241089}]",POSITIVE,0.9989069700241089
86b62a05-82f2-4743-b204-98ffdfd554e0,Ellis Franklin Jr,https://play-lh.googleusercontent.com/a-/ALV-UjV0L0wMyNsd0gbPV7G2xDp_pPxrC7me-XeGISlR-LyZHKjgi-CH,Great way to learn.,5,0,1.4.1,2022-08-09 01:29:24,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9987951517105103}]",POSITIVE,0.9987951517105103
6367c183-9899-49d1-a08a-07d3f38bae6f,AbdurRehman PSKP01,https://play-lh.googleusercontent.com/a-/ALV-UjWdXAKk9TJLv5uCKKWgHbsJ50M-QQ7LNYFQsDT0VRa5wZwWjjiN,Best app for learning programing.,4,2,1.4.4,2022-08-03 14:48:58,,,1.4.4,"[{'label': 'POSITIVE', 'score': 0.9987474679946899}]",POSITIVE,0.9987474679946899
146026a3-59a8-4af1-99de-abb0d2ef66a0,SL Guitar Lessons,https://play-lh.googleusercontent.com/a-/ALV-UjXYQF8k20ALKNePhq_0t35dtTNvg2ZdWSvxz4kuX8diiFHVLqPz,So far great. One should know mobile browser experience is way different than a pc or a Mac though (or a Linux machine if that's your thing) I guess you will miss everything that's intended for the mouse when it comes to examples,5,7,1.4.2,2022-07-16 21:33:36,,,1.4.2,"[{'label': 'POSITIVE', 'score': 0.9973992109298706}]",POSITIVE,0.9973992109298706
3916fe72-7d7c-4577-8624-445160691f07,Fadi Yazigi,https://play-lh.googleusercontent.com/a-/ALV-UjUHQDl9PM5tdRXK00mzQPU6KDAdiGZOO7ETa0G5ScS1DsAedBK1,"Excellent app for learning HTML5, way to go!",5,0,1.4.2,2022-06-26 07:59:55,,,1.4.2,"[{'label': 'POSITIVE', 'score': 0.9988881945610046}]",POSITIVE,0.9988881945610046
63c47cf6-fc21-4208-aeeb-f13cb0e62454,Rajan K,https://play-lh.googleusercontent.com/a-/ALV-UjVXp4Cma2XzDEenCWvLkMp95Xshjx0HyjFadpG7nPe9WDu9LseHHg,Some output not correct,3,0,1.4.2,2022-06-19 11:15:24,,,1.4.2,"[{'label': 'NEGATIVE', 'score': 0.9988839030265808}]",NEGATIVE,0.9988839030265808
6dc2f86e-850b-4b46-883d-21e78c426451,Hakan AK,https://play-lh.googleusercontent.com/a-/ALV-UjUJv6yl88GlhyTpAHkK0DXfQnWuvINBrXB-dPdKrloOUoiQTvvb,Very good application to spend time when you are on the road.,5,0,1.4.1,2022-05-25 18:57:39,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9988614320755005}]",POSITIVE,0.9988614320755005
1d37c2d3-7f5e-4037-b12b-a4ac834ad129,Danny,https://play-lh.googleusercontent.com/a/ACg8ocJH8WYDgMYk2hloQ5JlKNGFNPaSCRuMrzxigP3SgAdgvk0JVg=mo,pretty straightforward and easy to use,4,0,1.4.1,2022-03-11 18:54:41,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9988387227058411}]",POSITIVE,0.9988387227058411
dbb43968-2b24-4936-a876-46f259ebef9b,Terrell Grissett,https://play-lh.googleusercontent.com/a/ACg8ocJ-Ie89dMFVXu9ANP6SrGLapocgq-qwQys4FHYbTvjHipz90A=mo,I feel like it's definitely helping my learning process. The quizzes are good in retaining information. Everything I was looking for in the app.,5,7,1.4.1,2022-02-18 02:32:05,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9989117383956909}]",POSITIVE,0.9989117383956909
47354f31-a697-4c33-a44f-1d84fdd778b6,BeeZ Active,https://play-lh.googleusercontent.com/a-/ALV-UjXluvSF2rt-VWSSqOMx2LwLy4T_WUmDQfTc_yUB2l4WsMFVUYFikg,Great!!!!!!,5,0,1.4.1,2022-02-04 04:30:07,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9985685348510742}]",POSITIVE,0.9985685348510742
bd166a7c-b6bf-4c34-a23a-4d3d5371e37a,Collins Ashioya,https://play-lh.googleusercontent.com/a-/ALV-UjVHOYJCtFldjhoG0bp67zMG9D3A9L0KgHP4TEs5zTZxGDgy6cM,Wow,5,0,1.4.1,2022-01-30 20:22:58,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9963800311088562}]",POSITIVE,0.9963800311088562
52f036a7-dfdd-4049-aabd-e48a2f6e44ba,Максим Чабанюк,https://play-lh.googleusercontent.com/a-/ALV-UjU_4BeaIBKfpHdW4SxfoXa4v6Bryvl3mKe2tuuuwLJpzD7Qr33H,Awesome mobile app for learning front-end related stuff🤙,5,2,1.4.1,2022-01-25 21:04:30,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9988518953323364}]",POSITIVE,0.9988518953323364
3a2b1b01-a1de-45e8-94e7-20d05f1baf16,Volcan4698,https://play-lh.googleusercontent.com/a-/ALV-UjX9vXrZIOC_xzMPsFP9i3IcJNfz5ikE84v9PYsFap3ljf3AR47W,"ive used all the proversions of CSS HTML and Javascript and the tutorials are amont the best ive seen but their is a fatel flaw, when first download the apps i have all the pro version on my phone and ive just recently installed them on my tablet but i can get to the lessons to look over as a review unless i import existing data granted i see you just fixed this but you should also add a skip button",3,12,1.4.1,2021-12-13 05:18:27,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9954932928085327}]",POSITIVE,0.9954932928085327
e6f04f84-c0e2-465a-a753-9a1ac6ab540c,Kerry,https://play-lh.googleusercontent.com/a-/ALV-UjXxTJe19fEy6Ee0vx4zFgaHu6NglxxOqCsBcLhvKNBEsc4ZLOk,"Cannot upload data from ""free"" version, because once the app is purchased that option is removed. Cannot use this app at all even after paying.",1,8,,2021-12-11 21:45:47,,,,"[{'label': 'NEGATIVE', 'score': 0.9995067119598389}]",NEGATIVE,0.9995067119598389
6a1b37ac-4a21-454f-8cdf-a25c409c90c7,Darko,https://play-lh.googleusercontent.com/a-/ALV-UjXfVD7kfB7W3hgkbo50r6Xb3fIg1nAVJL4z5nFLvSsy4qi-ktw,Super,5,0,1.4.1,2021-11-09 21:15:27,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9985753297805786}]",POSITIVE,0.9985753297805786
57cf8a23-fcd3-4cc1-bbc3-815ace8a5090,Marianah Games,https://play-lh.googleusercontent.com/a/ACg8ocLTlQMQd3veCLnZKCq5prN2Q39Sy6KogTd2Go6NxdWOcfFISQ=mo,"Kuhh...iti noh I'd komoyon doh barajal online, osonong kopio tii app, very good app. 5 Starr kah bo",5,0,1.4.1,2021-11-03 07:07:29,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9985929131507874}]",POSITIVE,0.9985929131507874
7b755eeb-1482-4f3a-92be-8e7255d1835f,Charlie Bremner,https://play-lh.googleusercontent.com/a-/ALV-UjW7nPmjixfFMSmrR_rvUebhmJ15Z772UIpUAalfzXPx8d1sLxzxDg,Easy to use and learn! Great app!,5,0,1.4.1,2021-10-05 01:39:04,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9989112615585327}]",POSITIVE,0.9989112615585327
dc82d38c-ff68-49e9-b82f-805467491e82,TAPAS SARKAR,https://play-lh.googleusercontent.com/a-/ALV-UjU5xciwPI7rtRbwPqwffZ2FVFJMa9HniuARs7k-5M0y0jjhW7i7,ultimate to learn html,5,0,1.4.1,2021-09-08 11:05:19,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.997675359249115}]",POSITIVE,0.997675359249115
cebb35e6-929d-4823-93e9-6fb8ed2a8579,Mckinley Abiera,https://play-lh.googleusercontent.com/a-/ALV-UjUXanaMhGR6t_NuKTsoOKa80zTX50CBA-6HWl_iz6ojXsKZmJE,It's very nice app that's really helps users to learn a lot about creating their own website. It explained well every single details. You just have to focus in order to help yourself. I would recommend this app to everyone that wants to learn about html.,5,17,1.4.1,2021-09-03 07:59:57,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9989258646965027}]",POSITIVE,0.9989258646965027
0c12c617-c527-4712-815d-1f2d55c8f7ff,Rajabali Boymatov,https://play-lh.googleusercontent.com/a-/ALV-UjXrbuJQjs-Ayheuffni9Nzu6qYPoHhi2L4416OYu3LkOD83e1ni,l like this app thank you. i wish you every good thinks. be happy always.,5,0,1.4.1,2021-08-30 14:48:46,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9988293051719666}]",POSITIVE,0.9988293051719666
4bc2334c-3aac-433f-8e35-9c2a5fe8c71d,Thomas Tom,https://play-lh.googleusercontent.com/a-/ALV-UjVZGxzphE0qeBxV88sn3T_hm6O52io-6QZkVkER_q8KpNhRyFE,"Je suis content pour cette app. But how do you add a picture o html, looks like its hard to add pictures from my android Huawei tablet",4,7,1.4.1,2021-08-23 00:56:53,,,1.4.1,"[{'label': 'NEGATIVE', 'score': 0.9981420040130615}]",NEGATIVE,0.9981420040130615
dc06c289-cf46-4a3f-903c-9359a7fa2f5c,Carmen Romano,https://play-lh.googleusercontent.com/a-/ALV-UjXVsreAqxOok7OeqokWTMt4wyeODJKMNb4FeKUZOrqxdI1rUTO8,Just got into it need sometime to add that 5th star .I would recommend this to anyone. CPRSR,4,2,1.4.1,2021-08-05 21:04:02,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9988527297973633}]",POSITIVE,0.9988527297973633
ce7fbf69-60f4-4f1d-824a-32215310cc71,Paulino Jouth,https://play-lh.googleusercontent.com/a-/ALV-UjXiLgYpQVNclHW_YisAP-dB7CPLeKk4m8o2QTspmR7lq2G3NQte,"Well organized, easy to use and practices.",5,11,1.4.1,2021-07-24 10:25:39,,,1.4.1,"[{'label': 'POSITIVE', 'score': 0.9989246726036072}]",POSITIVE,0.9989246726036072
